               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 165,            0.029024,            0.023068,           0.0048793,               0.892,             0.83527,             0.87837,             0.59804,            0.028094,            0.016258,           0.0063094,            0.004588,            0.004588,            0.004588
                 166,            0.028806,            0.020571,           0.0054099,             0.89802,             0.83621,             0.88892,             0.60979,            0.027766,            0.016675,            0.006386,            0.004555,            0.004555,            0.004555
                 167,            0.029263,            0.021392,            0.004929,             0.88365,             0.83947,              0.8819,              0.6094,            0.027638,            0.015987,           0.0061911,            0.004522,            0.004522,            0.004522
                 168,             0.02899,             0.02311,           0.0052075,             0.87744,             0.85042,             0.87988,             0.60335,            0.027568,            0.016305,           0.0064402,            0.004489,            0.004489,            0.004489
                 169,            0.028586,            0.021536,            0.005182,             0.88366,             0.85029,             0.88327,             0.59815,            0.027648,            0.016202,           0.0063316,            0.004456,            0.004456,            0.004456
                 170,            0.028111,             0.02159,            0.005203,             0.89246,             0.86761,             0.88923,             0.60529,            0.027341,            0.016178,           0.0063323,            0.004423,            0.004423,            0.004423
                 171,            0.028714,            0.020606,           0.0050741,              0.8836,              0.8595,             0.87353,              0.6044,            0.027495,            0.016254,           0.0063753,             0.00439,             0.00439,             0.00439
                 172,            0.028595,            0.021738,           0.0056799,             0.89386,             0.83648,             0.87948,             0.60164,            0.027855,             0.01652,           0.0063561,            0.004357,            0.004357,            0.004357
                 173,            0.029163,              0.0211,           0.0053795,              0.8574,             0.85317,             0.87432,             0.59161,            0.028413,            0.016315,           0.0063252,            0.004324,            0.004324,            0.004324
                 174,            0.028485,            0.021862,           0.0048188,             0.86633,             0.83284,             0.86038,             0.60291,            0.027714,            0.016434,           0.0061026,            0.004291,            0.004291,            0.004291
                 175,            0.028514,              0.0216,           0.0050966,             0.88298,             0.83787,             0.87199,             0.59377,            0.027773,             0.01651,           0.0060701,            0.004258,            0.004258,            0.004258
                 176,            0.028688,            0.020854,           0.0048461,             0.88339,             0.85456,             0.88298,              0.6078,            0.027916,            0.016487,           0.0061847,            0.004225,            0.004225,            0.004225
                 177,            0.028702,            0.020556,           0.0052658,             0.87686,             0.85272,             0.88113,             0.60123,            0.027599,            0.016713,           0.0062645,            0.004192,            0.004192,            0.004192
                 178,            0.027264,            0.020351,           0.0047629,             0.88745,             0.85553,             0.88801,              0.6087,             0.02729,            0.016635,           0.0063708,            0.004159,            0.004159,            0.004159
                 179,            0.027853,            0.021089,           0.0048887,             0.88927,             0.84463,             0.88539,             0.61037,            0.027229,            0.016194,           0.0063239,            0.004126,            0.004126,            0.004126
                 180,            0.028404,            0.020612,           0.0049046,             0.89099,             0.83586,             0.89072,             0.60738,            0.027429,            0.016521,           0.0064763,            0.004093,            0.004093,            0.004093
                 181,            0.027496,            0.022214,           0.0049737,             0.88816,             0.84252,             0.88243,              0.6086,            0.027191,            0.016456,           0.0063842,             0.00406,             0.00406,             0.00406
                 182,            0.026875,            0.020241,           0.0048095,              0.8902,             0.82923,             0.88135,             0.60283,            0.027197,            0.016879,           0.0062011,            0.004027,            0.004027,            0.004027
                 183,            0.027631,            0.021837,           0.0048777,             0.88098,             0.83885,             0.88212,             0.61138,            0.027393,            0.016977,           0.0062365,            0.003994,            0.003994,            0.003994
                 184,            0.027985,            0.021473,           0.0049416,              0.8918,             0.84858,             0.88832,             0.60386,             0.02767,            0.016548,           0.0063149,            0.003961,            0.003961,            0.003961
                 185,            0.027906,            0.021284,           0.0047104,             0.87908,             0.84721,             0.88087,             0.61072,            0.027766,            0.016386,           0.0063952,            0.003928,            0.003928,            0.003928
                 186,            0.027176,            0.020151,           0.0050015,             0.87779,             0.84497,             0.88702,             0.60617,            0.027548,            0.016513,           0.0062862,            0.003895,            0.003895,            0.003895
                 187,            0.028067,             0.02053,           0.0046498,             0.87924,             0.83593,             0.88429,              0.6048,            0.028119,            0.016647,           0.0062643,            0.003862,            0.003862,            0.003862
                 188,            0.028032,            0.020159,           0.0048294,             0.88398,              0.8553,             0.88781,              0.6062,            0.027703,            0.016423,           0.0062795,            0.003829,            0.003829,            0.003829
                 189,            0.027565,            0.020483,           0.0048659,             0.88956,             0.85722,             0.88796,             0.61056,            0.028209,            0.016293,           0.0062041,            0.003796,            0.003796,            0.003796
                 190,            0.027081,             0.02015,           0.0045248,               0.878,             0.85338,             0.88791,             0.61153,            0.027898,             0.01615,           0.0061814,            0.003763,            0.003763,            0.003763
                 191,            0.027482,            0.020679,           0.0048362,             0.89111,             0.84862,             0.89228,             0.61968,            0.027202,            0.016326,           0.0062106,             0.00373,             0.00373,             0.00373
                 192,            0.027541,            0.021516,           0.0048177,             0.90085,             0.84061,             0.89614,              0.6075,            0.027947,            0.016092,           0.0063399,            0.003697,            0.003697,            0.003697
                 193,            0.026748,            0.020977,            0.004712,             0.89584,             0.84447,             0.89211,             0.60859,            0.027156,            0.016151,           0.0062625,            0.003664,            0.003664,            0.003664
                 194,            0.027241,            0.021248,            0.004662,             0.88075,             0.82883,             0.86951,             0.61684,            0.027003,            0.016532,           0.0061882,            0.003631,            0.003631,            0.003631
                 195,            0.027293,            0.021684,           0.0048703,             0.88364,             0.83344,             0.87376,             0.61903,            0.027042,            0.016588,           0.0061907,            0.003598,            0.003598,            0.003598
                 196,            0.026813,            0.019963,            0.004305,             0.89809,             0.84201,              0.8866,             0.61614,            0.027151,            0.016507,           0.0060228,            0.003565,            0.003565,            0.003565
                 197,            0.027176,            0.020843,           0.0044313,             0.88739,             0.83986,             0.88489,             0.61284,            0.027158,            0.016322,           0.0062071,            0.003532,            0.003532,            0.003532
                 198,            0.026875,            0.021907,           0.0048278,             0.87465,             0.83833,             0.87967,             0.60817,            0.027093,            0.016235,           0.0063309,            0.003499,            0.003499,            0.003499
                 199,            0.027352,            0.021527,           0.0046304,             0.89336,             0.84398,             0.88999,             0.62024,            0.026889,            0.016158,           0.0062078,            0.003466,            0.003466,            0.003466
                 200,            0.027622,            0.020425,           0.0046911,             0.88991,             0.85627,             0.88573,             0.62474,            0.026719,            0.016209,            0.006139,            0.003433,            0.003433,            0.003433
                 201,            0.026709,            0.019575,           0.0045355,             0.89028,             0.83099,             0.87807,             0.61503,            0.026903,            0.016289,           0.0064759,              0.0034,              0.0034,              0.0034
                 202,            0.026683,            0.021308,           0.0046361,             0.87323,             0.84508,             0.88316,             0.61544,             0.02687,            0.016094,            0.006285,            0.003367,            0.003367,            0.003367
                 203,            0.026424,            0.020273,           0.0043848,              0.8887,             0.83729,             0.88901,             0.61368,            0.027214,            0.016444,           0.0062889,            0.003334,            0.003334,            0.003334
                 204,              0.0268,            0.021804,           0.0046356,             0.87811,              0.8635,             0.89205,             0.61996,            0.026911,            0.016207,           0.0062221,            0.003301,            0.003301,            0.003301
                 205,            0.026782,            0.021247,           0.0044806,             0.86776,             0.86002,             0.87869,             0.61495,            0.027247,             0.01624,            0.006132,            0.003268,            0.003268,            0.003268
                 206,            0.026934,            0.020319,           0.0045898,             0.87007,             0.84703,             0.88007,             0.61841,            0.027186,            0.016455,           0.0061206,            0.003235,            0.003235,            0.003235
                 207,            0.026684,            0.021248,           0.0045293,             0.87861,             0.84494,             0.87425,             0.62071,            0.026946,            0.016303,            0.005992,            0.003202,            0.003202,            0.003202
                 208,            0.027279,            0.021067,           0.0043707,             0.88552,             0.86034,              0.8785,             0.62417,            0.026616,            0.016253,           0.0058396,            0.003169,            0.003169,            0.003169
                 209,            0.026305,            0.020239,            0.004326,             0.87638,              0.8435,              0.8757,             0.61809,            0.027133,            0.016631,           0.0058833,            0.003136,            0.003136,            0.003136
                 210,            0.026978,            0.020836,           0.0048662,              0.8751,             0.85022,             0.87363,             0.61167,            0.026994,            0.016474,           0.0059083,            0.003103,            0.003103,            0.003103
                 211,            0.026702,            0.021299,           0.0047006,             0.88731,             0.85958,             0.88461,             0.62719,            0.026776,            0.016167,           0.0058054,             0.00307,             0.00307,             0.00307
                 212,            0.027644,            0.021618,            0.004516,             0.89575,             0.86287,             0.89007,             0.61895,            0.026897,            0.016362,           0.0059609,            0.003037,            0.003037,            0.003037
                 213,            0.026533,            0.022325,           0.0043307,             0.89401,             0.85356,             0.88175,             0.62144,            0.026643,            0.016267,           0.0060043,            0.003004,            0.003004,            0.003004
                 214,            0.026229,            0.020005,           0.0045241,             0.88789,             0.84475,             0.88215,             0.61166,            0.026601,            0.016143,           0.0060964,            0.002971,            0.002971,            0.002971
                 215,             0.02721,            0.021352,           0.0051031,             0.88389,             0.84688,              0.8863,             0.61849,             0.02666,            0.015995,           0.0059142,            0.002938,            0.002938,            0.002938
                 216,            0.025704,            0.020019,           0.0042819,             0.88536,             0.84925,             0.89218,             0.62374,            0.026392,            0.016333,           0.0059062,            0.002905,            0.002905,            0.002905
                 217,            0.025694,            0.020818,           0.0044613,             0.89168,             0.84775,             0.88391,              0.6108,            0.026883,            0.016341,           0.0059075,            0.002872,            0.002872,            0.002872
                 218,            0.026023,            0.020333,           0.0044655,             0.89309,              0.8436,             0.88428,             0.62697,            0.026558,            0.016255,           0.0058606,            0.002839,            0.002839,            0.002839
                 219,            0.026458,             0.02095,            0.004492,              0.8865,             0.84994,             0.89015,              0.6306,            0.026308,            0.016271,            0.005798,            0.002806,            0.002806,            0.002806
                 220,            0.026226,            0.021454,           0.0046139,             0.89122,              0.8386,             0.88105,             0.62764,            0.026657,            0.015963,           0.0057752,            0.002773,            0.002773,            0.002773
                 221,             0.02534,            0.019773,           0.0040705,             0.90788,             0.85688,             0.89224,             0.62891,            0.026323,              0.0159,           0.0058468,             0.00274,             0.00274,             0.00274
                 222,            0.025442,            0.019594,           0.0041753,             0.90549,             0.85394,             0.88948,              0.6239,            0.026545,            0.016024,            0.005868,            0.002707,            0.002707,            0.002707
                 223,            0.025314,            0.019831,           0.0040097,             0.89854,             0.85214,             0.88582,             0.62573,            0.026416,            0.016083,           0.0059114,            0.002674,            0.002674,            0.002674
                 224,            0.025313,            0.021778,           0.0042186,             0.89719,             0.85232,             0.88452,             0.61962,            0.026492,            0.016246,           0.0060308,            0.002641,            0.002641,            0.002641
                 225,            0.025414,            0.020789,           0.0044124,             0.90275,             0.85197,             0.88851,             0.62114,            0.026611,            0.016192,           0.0059068,            0.002608,            0.002608,            0.002608
                 226,             0.02513,            0.019866,           0.0044304,             0.88987,             0.84519,             0.88047,             0.62434,            0.026275,            0.016137,           0.0058267,            0.002575,            0.002575,            0.002575
                 227,             0.02559,            0.019405,           0.0044758,             0.88498,             0.84717,             0.87948,               0.621,            0.026463,             0.01615,           0.0059723,            0.002542,            0.002542,            0.002542
                 228,            0.025412,            0.020101,           0.0044122,             0.88723,             0.84955,             0.88807,             0.62802,            0.026569,            0.015994,           0.0059162,            0.002509,            0.002509,            0.002509
                 229,            0.025068,            0.019824,           0.0042772,             0.88184,             0.85576,             0.88206,             0.62827,            0.026412,            0.015898,           0.0059429,            0.002476,            0.002476,            0.002476
                 230,            0.024877,            0.018595,           0.0041762,             0.90169,             0.85927,             0.89398,             0.63175,             0.02627,            0.016085,           0.0059147,            0.002443,            0.002443,            0.002443
                 231,            0.026087,             0.02144,           0.0045581,             0.89743,             0.84888,             0.88399,             0.63658,            0.026088,            0.016027,           0.0058246,             0.00241,             0.00241,             0.00241
                 232,            0.024187,            0.019768,           0.0038345,             0.88782,             0.85155,             0.88485,             0.63448,            0.026112,            0.016057,           0.0057747,            0.002377,            0.002377,            0.002377
                 233,            0.024997,            0.019991,           0.0046018,             0.89388,             0.85327,             0.88992,             0.62478,            0.026092,            0.016131,           0.0056777,            0.002344,            0.002344,            0.002344
                 234,            0.024693,            0.018793,           0.0039125,             0.88126,             0.84663,             0.88533,             0.62571,            0.026231,            0.016337,           0.0056425,            0.002311,            0.002311,            0.002311
                 235,            0.025277,             0.02033,           0.0040929,             0.87655,             0.85107,             0.87933,             0.62455,            0.026322,            0.016289,           0.0057496,            0.002278,            0.002278,            0.002278
                 236,            0.024829,            0.019559,           0.0043583,             0.88493,             0.86236,             0.88121,             0.62903,             0.02635,            0.016197,           0.0058943,            0.002245,            0.002245,            0.002245
                 237,            0.024818,            0.018998,            0.003987,             0.88595,             0.85381,             0.88281,             0.61495,            0.026334,            0.016061,           0.0059496,            0.002212,            0.002212,            0.002212
                 238,            0.025136,            0.020283,           0.0041125,             0.88944,             0.84366,              0.8849,             0.62108,            0.026661,            0.016026,           0.0060076,            0.002179,            0.002179,            0.002179
                 239,            0.025139,            0.020925,           0.0041337,             0.87653,             0.85513,             0.88126,             0.62127,            0.026639,            0.015919,           0.0060519,            0.002146,            0.002146,            0.002146
                 240,            0.024439,            0.020532,           0.0040378,             0.88319,             0.85384,             0.88084,             0.62859,             0.02627,            0.015809,            0.006018,            0.002113,            0.002113,            0.002113
                 241,            0.025279,            0.020039,           0.0043508,              0.8883,             0.85234,             0.87972,             0.62844,            0.026205,            0.015828,           0.0060074,             0.00208,             0.00208,             0.00208
                 242,            0.025123,             0.02106,           0.0042269,             0.87445,             0.85665,             0.88012,             0.63009,            0.026192,             0.01583,           0.0059721,            0.002047,            0.002047,            0.002047
                 243,            0.025544,            0.021015,            0.004309,             0.87728,             0.84791,             0.88013,             0.62371,            0.026287,            0.015893,           0.0059331,            0.002014,            0.002014,            0.002014
                 244,            0.024659,            0.019855,           0.0042626,             0.87954,             0.83347,             0.87586,              0.6281,            0.026291,            0.016098,           0.0059923,            0.001981,            0.001981,            0.001981
                 245,            0.024768,            0.020763,           0.0041056,             0.87924,             0.83583,             0.87673,             0.62734,            0.026215,            0.016192,            0.005908,            0.001948,            0.001948,            0.001948
                 246,              0.0246,            0.020188,           0.0038819,             0.89382,             0.82565,              0.8752,             0.62428,            0.026473,            0.016355,           0.0059021,            0.001915,            0.001915,            0.001915
                 247,            0.024418,            0.019452,           0.0039334,             0.88622,             0.82763,             0.86993,             0.63068,             0.02619,            0.016252,           0.0058597,            0.001882,            0.001882,            0.001882
                 248,            0.024315,            0.019587,           0.0040952,             0.87707,             0.83928,             0.87299,             0.62474,            0.025985,            0.016018,           0.0058028,            0.001849,            0.001849,            0.001849
                 249,            0.024776,            0.021305,           0.0041326,             0.87851,             0.84876,             0.87958,             0.63177,            0.026107,            0.015975,           0.0057904,            0.001816,            0.001816,            0.001816
                 250,            0.025167,            0.020627,            0.004035,             0.88123,             0.84939,             0.88248,             0.63086,            0.026016,            0.015902,            0.005806,            0.001783,            0.001783,            0.001783
                 251,            0.023931,            0.018686,           0.0039166,             0.87221,             0.84929,             0.87823,             0.63225,            0.025963,            0.015983,           0.0058589,             0.00175,             0.00175,             0.00175
                 252,            0.024228,             0.01993,           0.0044416,             0.87286,             0.84262,             0.87656,             0.62838,            0.026037,             0.01603,           0.0058418,            0.001717,            0.001717,            0.001717
                 253,            0.023888,            0.019612,           0.0038555,             0.90595,             0.84034,             0.88541,             0.62828,            0.026197,            0.015947,           0.0058412,            0.001684,            0.001684,            0.001684
                 254,            0.023538,            0.017876,           0.0037787,             0.89255,             0.84412,             0.88315,             0.62258,            0.026184,            0.016135,           0.0059099,            0.001651,            0.001651,            0.001651
                 255,            0.023884,              0.0199,           0.0038288,             0.89117,             0.84031,             0.87959,             0.62927,            0.026125,            0.016556,           0.0059552,            0.001618,            0.001618,            0.001618
                 256,            0.023538,            0.020191,           0.0037286,             0.89785,             0.83854,             0.87774,             0.62637,            0.026136,            0.016589,           0.0059748,            0.001585,            0.001585,            0.001585
                 257,            0.023928,            0.019234,           0.0037754,             0.89334,             0.84466,             0.88153,             0.62792,            0.026014,            0.016271,           0.0059558,            0.001552,            0.001552,            0.001552
                 258,            0.024375,            0.019581,           0.0037255,             0.90342,             0.85219,             0.88964,              0.6302,             0.02605,            0.016144,           0.0059637,            0.001519,            0.001519,            0.001519
                 259,            0.024585,             0.01927,           0.0038846,             0.88675,             0.84501,             0.88342,             0.63102,            0.025852,            0.016211,            0.005997,            0.001486,            0.001486,            0.001486
                 260,            0.023698,             0.01815,           0.0038601,             0.87748,             0.85263,             0.88474,             0.62918,            0.025825,            0.016236,           0.0059578,            0.001453,            0.001453,            0.001453
                 261,            0.024144,            0.020545,           0.0038165,             0.87957,             0.85698,             0.88229,             0.63083,            0.025664,            0.016292,           0.0059068,             0.00142,             0.00142,             0.00142
                 262,            0.023137,            0.019574,           0.0035043,             0.87511,             0.85202,              0.8803,             0.63056,            0.025737,             0.01617,            0.005841,            0.001387,            0.001387,            0.001387
                 263,            0.024231,            0.018895,           0.0040184,             0.88417,             0.84725,             0.87595,             0.63311,            0.025994,            0.016087,           0.0058705,            0.001354,            0.001354,            0.001354
                 264,            0.023888,            0.020947,           0.0038718,             0.88698,              0.8589,              0.8846,             0.63541,            0.025792,              0.0161,           0.0059134,            0.001321,            0.001321,            0.001321
                 265,             0.02364,            0.018457,           0.0037876,             0.87568,             0.85766,             0.87781,             0.63571,            0.025803,            0.016066,           0.0059607,            0.001288,            0.001288,            0.001288
                 266,            0.024209,            0.019836,           0.0038206,              0.8816,             0.85373,             0.88167,             0.63302,             0.02591,            0.016183,           0.0059795,            0.001255,            0.001255,            0.001255
                 267,            0.024315,            0.019142,           0.0040369,             0.89583,              0.8491,             0.88502,             0.63198,            0.025845,            0.016331,           0.0058883,            0.001222,            0.001222,            0.001222
                 268,            0.023196,            0.019601,           0.0036564,             0.89538,             0.84004,             0.87661,              0.6354,            0.025717,            0.016428,           0.0058318,            0.001189,            0.001189,            0.001189
                 269,            0.023617,            0.018953,           0.0037172,             0.89354,             0.84546,             0.88267,             0.63384,            0.025825,            0.016439,           0.0057667,            0.001156,            0.001156,            0.001156
                 270,            0.024075,            0.019478,           0.0038325,             0.89421,             0.84886,             0.88527,             0.63024,            0.025873,            0.016267,             0.00574,            0.001123,            0.001123,            0.001123
                 271,            0.023199,            0.019248,           0.0039264,             0.88009,             0.85056,             0.88418,             0.63145,            0.025985,             0.01624,           0.0057657,             0.00109,             0.00109,             0.00109
                 272,              0.0237,            0.019299,           0.0040458,             0.88448,             0.85565,             0.88435,             0.63119,             0.02592,             0.01641,           0.0057874,            0.001057,            0.001057,            0.001057
                 273,            0.023584,            0.019184,           0.0039058,             0.88688,             0.84841,             0.87869,             0.63743,            0.025803,            0.016275,           0.0057746,            0.001024,            0.001024,            0.001024
                 274,            0.023631,            0.020059,           0.0038685,             0.88954,             0.84332,             0.87623,             0.63406,            0.025769,            0.016169,           0.0057437,            0.000991,            0.000991,            0.000991
                 275,            0.023612,            0.020325,           0.0036904,              0.8905,             0.84009,             0.87397,             0.62876,            0.025785,            0.016327,           0.0057969,            0.000958,            0.000958,            0.000958
                 276,            0.022422,            0.019049,           0.0037576,             0.88754,             0.84455,             0.87543,             0.62442,            0.025852,            0.016307,           0.0058361,            0.000925,            0.000925,            0.000925
                 277,            0.022936,            0.018244,           0.0033137,              0.8881,             0.85307,             0.88375,             0.62603,             0.02594,            0.016175,           0.0058826,            0.000892,            0.000892,            0.000892
                 278,            0.023253,            0.019288,           0.0036847,             0.88525,               0.856,             0.88891,              0.6346,            0.025782,            0.016125,           0.0058552,            0.000859,            0.000859,            0.000859
                 279,            0.022803,            0.018758,           0.0034305,             0.88545,             0.85486,             0.88651,               0.636,            0.025805,            0.016066,           0.0058648,            0.000826,            0.000826,            0.000826
                 280,             0.02355,            0.020241,           0.0036527,             0.88504,             0.85692,             0.88107,             0.63578,            0.025665,            0.016078,           0.0058467,            0.000793,            0.000793,            0.000793
                 281,            0.022725,             0.01912,           0.0036027,             0.88402,             0.85487,             0.88098,             0.63135,            0.025608,            0.016155,           0.0058569,             0.00076,             0.00076,             0.00076
                 282,            0.022837,            0.019621,           0.0035814,             0.88464,             0.84504,             0.87848,             0.63436,            0.025673,            0.016251,           0.0058987,            0.000727,            0.000727,            0.000727
                 283,            0.023567,            0.020517,           0.0036264,             0.88971,             0.85487,             0.88244,             0.63694,            0.025672,            0.016242,           0.0058791,            0.000694,            0.000694,            0.000694
                 284,            0.022925,            0.019428,           0.0035045,             0.88733,              0.8553,             0.88575,             0.63795,            0.025776,            0.016146,           0.0058951,            0.000661,            0.000661,            0.000661
                 285,            0.023589,            0.019421,           0.0036781,             0.87845,             0.85414,             0.88383,             0.63699,            0.025709,            0.016132,           0.0058641,            0.000628,            0.000628,            0.000628
                 286,            0.023203,             0.01893,           0.0035744,             0.88033,             0.85468,             0.88127,             0.64177,            0.025618,            0.016122,           0.0057884,            0.000595,            0.000595,            0.000595
                 287,            0.022908,            0.018615,           0.0039195,             0.87958,             0.85456,             0.87758,             0.63719,            0.025568,            0.016094,           0.0057886,            0.000562,            0.000562,            0.000562
                 288,            0.023691,            0.019542,           0.0036497,               0.888,              0.8496,             0.87854,             0.63114,            0.025702,            0.016216,           0.0057967,            0.000529,            0.000529,            0.000529
                 289,            0.022752,            0.018401,           0.0035646,             0.88563,              0.8481,             0.87817,             0.62934,            0.025674,            0.016225,           0.0057924,            0.000496,            0.000496,            0.000496
                 290,            0.022821,            0.017812,            0.003445,             0.88053,             0.85409,             0.88181,             0.63287,            0.025597,            0.016123,           0.0057909,            0.000463,            0.000463,            0.000463
                 291,            0.024344,            0.020375,           0.0039747,             0.88147,             0.85092,             0.88032,             0.63403,            0.025584,             0.01614,            0.005816,             0.00043,             0.00043,             0.00043
                 292,            0.021751,            0.018599,           0.0031197,             0.88682,             0.85029,             0.87929,             0.63642,            0.025534,             0.01619,           0.0058423,            0.000397,            0.000397,            0.000397
                 293,            0.023041,             0.02057,           0.0037102,             0.88923,             0.83926,             0.87835,             0.63693,             0.02554,            0.016173,           0.0058403,            0.000364,            0.000364,            0.000364
                 294,            0.022839,             0.01961,           0.0035725,             0.88969,             0.83586,             0.87379,             0.63493,            0.025599,             0.01614,           0.0058383,            0.000331,            0.000331,            0.000331
                 295,            0.022369,             0.01899,           0.0032107,             0.89398,             0.84236,             0.88034,             0.64059,            0.025606,            0.016191,           0.0058567,            0.000298,            0.000298,            0.000298
                 296,            0.022634,            0.018628,              0.0035,              0.8862,             0.85222,             0.87969,             0.63889,            0.025596,            0.016256,           0.0058701,            0.000265,            0.000265,            0.000265
                 297,            0.022846,            0.019322,           0.0040179,              0.8887,             0.85395,              0.8831,             0.64148,            0.025612,            0.016269,            0.005893,            0.000232,            0.000232,            0.000232
                 298,            0.022348,            0.019321,           0.0033127,             0.88782,             0.85331,             0.88293,             0.63976,            0.025579,             0.01627,           0.0058982,            0.000199,            0.000199,            0.000199
                 299,            0.022385,            0.018307,           0.0034002,             0.89209,             0.84673,             0.88233,             0.63773,            0.025567,            0.016233,           0.0058987,            0.000166,            0.000166,            0.000166
