               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  29,            0.040951,            0.026564,            0.011563,             0.84048,             0.76407,             0.83233,             0.45647,            0.039706,            0.017141,            0.010813,            0.009076,            0.009076,            0.009076
                  30,            0.040168,            0.026904,            0.010897,              0.7881,             0.81164,             0.83841,             0.48527,            0.038628,            0.017752,            0.010664,            0.009043,            0.009043,            0.009043
                  31,             0.04114,            0.026596,            0.011844,             0.80748,             0.81135,             0.83795,             0.50461,            0.037034,            0.017153,            0.010178,             0.00901,             0.00901,             0.00901
                  32,            0.040622,            0.026156,            0.011211,             0.84935,             0.80353,             0.84744,              0.4999,            0.037011,            0.017264,            0.010381,            0.008977,            0.008977,            0.008977
                  33,            0.040131,            0.026346,            0.010547,             0.86264,             0.78427,             0.83096,             0.47325,            0.037005,            0.017066,            0.010091,            0.008944,            0.008944,            0.008944
                  34,            0.039355,            0.025522,            0.011149,             0.82426,             0.81238,             0.84665,             0.50938,            0.035669,            0.016685,            0.010116,            0.008911,            0.008911,            0.008911
                  35,            0.039844,            0.025136,            0.011175,             0.80039,             0.78881,             0.83322,             0.48084,            0.037815,              0.0172,            0.010317,            0.008878,            0.008878,            0.008878
                  36,            0.040848,            0.027133,            0.010727,             0.84089,             0.76941,             0.85513,             0.53541,            0.034473,            0.016742,           0.0097779,            0.008845,            0.008845,            0.008845
                  37,            0.039609,            0.027478,            0.010478,             0.85215,             0.81423,             0.84894,             0.48616,            0.038211,            0.016815,           0.0098554,            0.008812,            0.008812,            0.008812
                  38,            0.038581,              0.0259,           0.0099157,             0.80813,             0.82403,             0.85615,             0.49522,            0.035866,             0.01691,            0.010051,            0.008779,            0.008779,            0.008779
                  39,             0.03954,            0.026914,            0.010409,             0.85339,             0.78416,             0.84638,             0.48631,            0.037335,            0.017105,           0.0093954,            0.008746,            0.008746,            0.008746
                  40,            0.039987,            0.027362,             0.01006,             0.82809,             0.84529,             0.85345,             0.51713,            0.034405,            0.017087,           0.0096377,            0.008713,            0.008713,            0.008713
                  41,            0.038618,             0.02623,           0.0098984,             0.82461,             0.82937,             0.85133,              0.5046,            0.036475,            0.016738,           0.0092245,             0.00868,             0.00868,             0.00868
                  42,            0.037321,            0.026514,           0.0098834,             0.85644,             0.81028,             0.85904,             0.51667,            0.035082,            0.016467,           0.0091678,            0.008647,            0.008647,            0.008647
                  43,            0.037827,            0.025309,           0.0094048,             0.80106,             0.82052,              0.8502,             0.51741,            0.035857,             0.01634,           0.0091728,            0.008614,            0.008614,            0.008614
                  44,            0.039385,            0.024834,           0.0099439,             0.86642,             0.79405,             0.85992,             0.51585,            0.034631,            0.016429,           0.0093794,            0.008581,            0.008581,            0.008581
                  45,            0.038462,            0.025324,           0.0093065,             0.87398,             0.80572,             0.85112,             0.51657,            0.036007,            0.016467,           0.0089241,            0.008548,            0.008548,            0.008548
                  46,            0.037521,            0.024807,            0.008973,              0.8705,             0.82564,             0.85566,             0.53072,            0.036018,            0.016738,           0.0089695,            0.008515,            0.008515,            0.008515
                  47,            0.039307,            0.026581,           0.0096009,             0.85602,             0.82487,             0.86379,             0.50161,             0.03583,            0.016569,           0.0092646,            0.008482,            0.008482,            0.008482
                  48,            0.038464,            0.025363,           0.0096655,             0.85055,             0.81749,             0.85362,             0.51167,            0.035157,            0.016742,            0.009348,            0.008449,            0.008449,            0.008449
                  49,            0.038026,             0.02425,           0.0092865,             0.84311,             0.83828,             0.86546,             0.50861,             0.03607,             0.01697,           0.0092853,            0.008416,            0.008416,            0.008416
                  50,            0.037905,            0.025001,           0.0092587,             0.85112,             0.81653,             0.85868,             0.51487,            0.035545,            0.017017,           0.0092505,            0.008383,            0.008383,            0.008383
                  51,            0.038653,            0.028101,           0.0089755,             0.84132,             0.82376,             0.84794,             0.54322,            0.034161,             0.01686,           0.0086594,             0.00835,             0.00835,             0.00835
                  52,            0.038184,            0.025353,           0.0091558,             0.86933,             0.79538,             0.83999,              0.5301,            0.032838,            0.017053,           0.0088457,            0.008317,            0.008317,            0.008317
                  53,            0.037074,            0.024403,           0.0089475,             0.87823,              0.7846,              0.8539,             0.52188,             0.03524,            0.016318,            0.008839,            0.008284,            0.008284,            0.008284
                  54,            0.036456,            0.025993,           0.0086311,             0.85766,             0.77158,             0.84201,             0.54578,            0.033443,            0.017001,           0.0092252,            0.008251,            0.008251,            0.008251
                  55,            0.037016,            0.024494,           0.0086447,               0.828,             0.83958,             0.85161,             0.52422,            0.035168,            0.016942,           0.0085786,            0.008218,            0.008218,            0.008218
                  56,            0.038399,             0.02594,           0.0090007,             0.87994,             0.79924,             0.84749,             0.52655,            0.034643,            0.017138,           0.0084151,            0.008185,            0.008185,            0.008185
                  57,            0.037588,            0.026204,           0.0090449,             0.86629,             0.82235,             0.86054,             0.53917,            0.034211,            0.016494,           0.0084348,            0.008152,            0.008152,            0.008152
                  58,            0.036541,             0.02551,           0.0086876,             0.84664,             0.84357,             0.85728,             0.51746,            0.034744,            0.016701,           0.0083693,            0.008119,            0.008119,            0.008119
                  59,            0.036736,            0.023088,           0.0084316,             0.84296,             0.82649,             0.85004,             0.52951,            0.034156,            0.016795,           0.0083507,            0.008086,            0.008086,            0.008086
                  60,            0.035638,             0.02309,            0.007768,             0.86724,             0.81573,             0.85481,             0.52989,            0.033175,            0.016677,           0.0087182,            0.008053,            0.008053,            0.008053
                  61,            0.036626,            0.022713,           0.0089906,              0.8775,             0.79471,             0.86079,             0.53527,            0.033418,            0.016806,           0.0085896,             0.00802,             0.00802,             0.00802
                  62,            0.035753,            0.026057,            0.008433,             0.85359,             0.84741,             0.86978,             0.51751,            0.034424,            0.016439,           0.0085212,            0.007987,            0.007987,            0.007987
                  63,            0.036529,            0.025073,           0.0081438,             0.86499,             0.79971,             0.85478,             0.52724,            0.032949,            0.016842,            0.009083,            0.007954,            0.007954,            0.007954
                  64,            0.037214,            0.023535,           0.0086453,             0.86223,             0.83789,             0.86724,             0.52647,            0.034319,            0.016713,           0.0084228,            0.007921,            0.007921,            0.007921
                  65,            0.036946,            0.026607,           0.0084603,             0.88311,             0.82907,             0.87769,             0.55254,            0.032728,            0.016675,           0.0080997,            0.007888,            0.007888,            0.007888
                  66,             0.03537,            0.024994,           0.0084036,             0.86879,             0.83104,             0.87978,             0.54391,            0.032823,            0.016845,           0.0080479,            0.007855,            0.007855,            0.007855
                  67,            0.036167,            0.024084,           0.0076858,             0.82321,             0.83763,             0.86374,             0.55624,            0.031672,            0.016257,           0.0077819,            0.007822,            0.007822,            0.007822
                  68,            0.035485,            0.024464,           0.0079922,             0.83718,             0.83413,             0.84849,             0.53881,            0.034199,            0.016717,           0.0081244,            0.007789,            0.007789,            0.007789
                  69,            0.036275,            0.024577,           0.0081265,             0.86288,              0.8329,             0.86551,              0.5361,            0.033821,            0.016549,           0.0083183,            0.007756,            0.007756,            0.007756
                  70,            0.034357,            0.023134,           0.0074846,             0.85697,             0.84706,             0.86455,              0.5485,            0.032166,            0.016657,           0.0080629,            0.007723,            0.007723,            0.007723
                  71,            0.034809,            0.024313,            0.007932,             0.86443,              0.8396,             0.87135,             0.53415,            0.033984,            0.017293,           0.0080743,             0.00769,             0.00769,             0.00769
                  72,            0.035646,            0.024407,           0.0079152,              0.8436,             0.82639,              0.8502,             0.53439,            0.033352,            0.017171,           0.0080029,            0.007657,            0.007657,            0.007657
                  73,            0.035311,             0.02552,           0.0074131,             0.85404,             0.85038,             0.86387,             0.56071,            0.031771,            0.016419,           0.0080913,            0.007624,            0.007624,            0.007624
                  74,            0.033341,            0.024366,           0.0078085,             0.86056,             0.83237,             0.85936,              0.5428,            0.033259,             0.01712,           0.0080983,            0.007591,            0.007591,            0.007591
                  75,            0.035121,            0.023492,             0.00778,             0.87479,              0.7934,              0.8632,             0.56155,            0.032113,            0.016999,           0.0079568,            0.007558,            0.007558,            0.007558
                  76,            0.035842,            0.025362,            0.007912,             0.89044,              0.8131,             0.86875,             0.53167,            0.032706,            0.016556,           0.0079374,            0.007525,            0.007525,            0.007525
                  77,            0.035842,            0.024295,           0.0076364,             0.88215,             0.80855,             0.86438,             0.55417,            0.032091,             0.01666,           0.0083847,            0.007492,            0.007492,            0.007492
                  78,            0.033238,            0.024252,            0.007258,             0.83538,             0.84669,             0.86914,             0.55904,            0.031759,            0.016785,            0.007869,            0.007459,            0.007459,            0.007459
                  79,             0.03407,            0.023973,            0.007747,             0.85051,             0.83839,             0.87244,             0.56458,            0.031889,            0.017247,            0.007877,            0.007426,            0.007426,            0.007426
                  80,            0.035792,            0.023577,           0.0082679,             0.84659,             0.82811,             0.86818,             0.53444,            0.034347,            0.016894,           0.0080326,            0.007393,            0.007393,            0.007393
                  81,            0.035129,            0.025613,           0.0069506,             0.82494,             0.85289,             0.86848,             0.54885,            0.031959,            0.017036,            0.007609,             0.00736,             0.00736,             0.00736
                  82,            0.033928,            0.023925,              0.0077,             0.83648,             0.82207,             0.87573,             0.55161,            0.032594,            0.017275,           0.0079411,            0.007327,            0.007327,            0.007327
                  83,            0.035064,            0.022432,            0.007282,             0.85926,             0.84513,             0.88684,             0.54696,            0.031861,            0.016434,           0.0077926,            0.007294,            0.007294,            0.007294
                  84,            0.034667,            0.023927,            0.007809,              0.8458,             0.83586,             0.87159,             0.56502,            0.031812,            0.016474,           0.0078406,            0.007261,            0.007261,            0.007261
                  85,            0.034548,            0.025527,           0.0077709,             0.87135,              0.8423,             0.88216,             0.56141,            0.032272,            0.016786,            0.007622,            0.007228,            0.007228,            0.007228
                  86,            0.033778,             0.02433,           0.0069902,             0.86193,             0.84313,             0.87662,             0.56065,            0.031577,            0.016618,           0.0076754,            0.007195,            0.007195,            0.007195
                  87,            0.034572,             0.02503,           0.0073878,             0.85719,              0.8554,             0.88357,             0.56655,            0.031354,            0.016317,           0.0076207,            0.007162,            0.007162,            0.007162
                  88,            0.034308,            0.024107,            0.006601,             0.85735,             0.82296,             0.87481,             0.55835,            0.031438,            0.016651,           0.0077178,            0.007129,            0.007129,            0.007129
                  89,            0.034961,            0.023677,           0.0071329,             0.89299,              0.8236,              0.8748,             0.56775,            0.031156,             0.01614,           0.0079034,            0.007096,            0.007096,            0.007096
                  90,            0.032979,            0.023494,           0.0069447,             0.84164,             0.81682,             0.86833,             0.56099,            0.030951,             0.01645,            0.007648,            0.007063,            0.007063,            0.007063
                  91,             0.03347,            0.023546,           0.0069538,             0.89001,             0.81019,             0.86441,             0.57463,            0.030837,            0.016615,           0.0077709,             0.00703,             0.00703,             0.00703
                  92,            0.034118,            0.023289,           0.0074115,             0.87637,              0.8382,             0.87266,             0.56551,            0.032239,            0.016487,           0.0074928,            0.006997,            0.006997,            0.006997
                  93,            0.034477,            0.024021,           0.0069688,             0.85736,              0.8435,              0.8644,             0.56956,            0.031297,            0.016509,           0.0074912,            0.006964,            0.006964,            0.006964
                  94,            0.033313,            0.023363,           0.0071028,             0.86472,              0.8431,             0.86726,             0.56263,            0.031594,            0.016806,           0.0074341,            0.006931,            0.006931,            0.006931
                  95,            0.033477,            0.022827,           0.0065301,              0.8858,             0.84267,             0.88566,             0.56971,            0.031624,            0.016522,           0.0074471,            0.006898,            0.006898,            0.006898
                  96,            0.033701,            0.023242,           0.0072246,             0.87483,             0.83091,              0.8713,             0.58127,            0.030821,            0.016277,           0.0074801,            0.006865,            0.006865,            0.006865
                  97,            0.033555,             0.02325,           0.0065514,             0.85478,             0.83964,             0.85718,             0.56658,            0.031228,            0.016462,           0.0073139,            0.006832,            0.006832,            0.006832
                  98,            0.033142,            0.023993,           0.0069049,             0.88017,              0.8497,             0.87532,             0.57386,            0.030895,            0.016478,           0.0072729,            0.006799,            0.006799,            0.006799
                  99,            0.034204,             0.02407,           0.0071559,             0.86885,             0.83565,             0.86767,             0.57617,            0.031224,            0.016436,           0.0072875,            0.006766,            0.006766,            0.006766
                 100,             0.03314,            0.024906,           0.0065696,              0.8916,             0.83257,              0.8763,             0.57227,            0.030492,            0.016469,           0.0072642,            0.006733,            0.006733,            0.006733
                 101,            0.032438,            0.023515,            0.006634,             0.88124,             0.83642,             0.87481,             0.57194,            0.030958,             0.01685,           0.0072058,              0.0067,              0.0067,              0.0067
                 102,            0.031744,            0.024241,           0.0066748,             0.87434,             0.83934,             0.87792,             0.57355,            0.030356,            0.016705,            0.006911,            0.006667,            0.006667,            0.006667
                 103,            0.032451,              0.0228,            0.006395,              0.8966,             0.83563,             0.87651,             0.57075,            0.030507,            0.016914,           0.0068696,            0.006634,            0.006634,            0.006634
                 104,            0.033684,            0.023664,           0.0072754,             0.88098,             0.82229,             0.87483,             0.57273,            0.030775,            0.016625,           0.0071076,            0.006601,            0.006601,            0.006601
                 105,            0.033807,            0.022579,            0.006437,             0.86118,             0.83807,             0.87533,             0.56925,            0.030793,             0.01723,           0.0072775,            0.006568,            0.006568,            0.006568
                 106,            0.032023,            0.023455,           0.0067196,             0.88234,             0.82185,             0.87784,             0.57602,            0.030574,            0.016867,           0.0073473,            0.006535,            0.006535,            0.006535
                 107,            0.032283,            0.023495,           0.0065518,              0.8833,             0.85473,             0.87606,             0.56273,            0.030494,            0.016326,           0.0073209,            0.006502,            0.006502,            0.006502
                 108,             0.03233,            0.023125,            0.006344,             0.86301,             0.85581,             0.87412,             0.58142,             0.03029,            0.016315,           0.0072308,            0.006469,            0.006469,            0.006469
                 109,            0.031592,            0.023358,           0.0061691,             0.85678,             0.85303,             0.88141,              0.5653,            0.031112,            0.016172,            0.007139,            0.006436,            0.006436,            0.006436
                 110,            0.032179,            0.023835,           0.0064443,             0.88294,             0.83581,             0.88275,             0.57818,            0.030378,            0.016241,           0.0069417,            0.006403,            0.006403,            0.006403
                 111,             0.03258,            0.023208,           0.0063225,             0.90155,             0.82729,             0.88584,             0.58597,            0.029378,            0.016317,           0.0071844,             0.00637,             0.00637,             0.00637
                 112,            0.033612,            0.022414,            0.006719,             0.88939,             0.82542,             0.87098,              0.5811,            0.029193,            0.016308,           0.0073506,            0.006337,            0.006337,            0.006337
                 113,             0.03273,            0.023584,           0.0061238,             0.88842,             0.83034,             0.87196,             0.57695,            0.030587,            0.016279,           0.0073623,            0.006304,            0.006304,            0.006304
                 114,            0.031688,            0.024818,           0.0064923,             0.86042,              0.8395,              0.8697,             0.57598,            0.030627,            0.016518,           0.0071684,            0.006271,            0.006271,            0.006271
                 115,            0.032741,            0.022887,           0.0061214,             0.86366,              0.8383,              0.8715,             0.59222,            0.029926,            0.016483,           0.0072886,            0.006238,            0.006238,            0.006238
                 116,            0.032381,            0.022968,           0.0065464,             0.88263,             0.82212,              0.8756,             0.57986,            0.029878,            0.016716,           0.0070689,            0.006205,            0.006205,            0.006205
                 117,            0.031534,            0.023037,           0.0063157,             0.87293,             0.83238,             0.86556,             0.57736,            0.029763,            0.016277,           0.0071891,            0.006172,            0.006172,            0.006172
                 118,             0.03163,             0.02337,           0.0063401,             0.89897,             0.82342,             0.86422,             0.57848,            0.030234,            0.016335,           0.0069211,            0.006139,            0.006139,            0.006139
                 119,            0.031927,            0.022298,           0.0059345,             0.90188,             0.80177,             0.86434,             0.57933,            0.029999,            0.016011,           0.0067358,            0.006106,            0.006106,            0.006106
                 120,            0.031277,              0.0236,           0.0060809,             0.87804,             0.82866,             0.86881,             0.58215,            0.029631,            0.016052,           0.0071577,            0.006073,            0.006073,            0.006073
                 121,            0.030768,            0.021882,           0.0060611,             0.87048,             0.84063,             0.86893,              0.5736,            0.029977,            0.016231,           0.0071177,             0.00604,             0.00604,             0.00604
                 122,            0.031405,            0.023519,           0.0059742,             0.87953,             0.83656,             0.86162,             0.56183,            0.031177,            0.016582,           0.0070132,            0.006007,            0.006007,            0.006007
                 123,            0.032293,             0.02264,           0.0064055,             0.88205,             0.84369,             0.86817,             0.57528,            0.029617,            0.016593,           0.0069925,            0.005974,            0.005974,            0.005974
                 124,            0.031837,            0.022649,           0.0059917,             0.88477,             0.83928,             0.87938,             0.57371,             0.02984,            0.016569,            0.007108,            0.005941,            0.005941,            0.005941
                 125,            0.031576,             0.02152,           0.0064033,              0.8771,             0.83083,             0.87642,             0.59143,            0.029909,             0.01678,           0.0068419,            0.005908,            0.005908,            0.005908
                 126,            0.030091,               0.023,           0.0062512,             0.89553,             0.85077,             0.88511,             0.60457,             0.02836,            0.016183,           0.0067602,            0.005875,            0.005875,            0.005875
                 127,            0.030724,            0.022738,            0.005999,             0.89353,             0.84071,             0.89031,             0.59764,            0.028966,            0.016037,           0.0065258,            0.005842,            0.005842,            0.005842
                 128,            0.031394,            0.021976,           0.0058407,             0.90062,             0.81226,             0.88054,             0.59292,            0.028794,             0.01601,           0.0065803,            0.005809,            0.005809,            0.005809
                 129,            0.031423,            0.023201,           0.0062109,             0.88731,             0.83248,              0.8908,             0.59161,            0.028764,            0.016453,           0.0067405,            0.005776,            0.005776,            0.005776
                 130,            0.030194,            0.022113,           0.0058251,             0.88556,             0.82426,              0.8745,             0.59731,             0.02905,            0.016845,           0.0068413,            0.005743,            0.005743,            0.005743
                 131,            0.031776,             0.02186,           0.0058786,             0.86687,             0.83483,             0.87811,             0.58418,             0.02983,            0.016311,           0.0068169,             0.00571,             0.00571,             0.00571
                 132,            0.031577,            0.022626,           0.0057793,             0.89639,             0.81977,             0.87452,             0.60449,            0.029144,            0.016715,           0.0069481,            0.005677,            0.005677,            0.005677
                 133,            0.031281,            0.021817,           0.0062561,             0.88091,             0.83322,             0.88694,             0.58939,            0.029138,            0.016385,           0.0070542,            0.005644,            0.005644,            0.005644
                 134,            0.030111,            0.021724,           0.0061688,             0.86904,             0.83498,             0.87902,             0.59976,             0.02903,            0.016109,           0.0069394,            0.005611,            0.005611,            0.005611
                 135,            0.030797,            0.021918,           0.0059258,             0.86254,             0.83364,             0.87967,             0.60546,            0.028966,            0.016149,           0.0068416,            0.005578,            0.005578,            0.005578
                 136,            0.030629,            0.022596,             0.00577,             0.87014,             0.83202,             0.87584,             0.58705,            0.029441,            0.016146,           0.0068283,            0.005545,            0.005545,            0.005545
                 137,            0.030481,             0.02161,            0.005665,             0.86616,             0.83864,             0.87746,             0.60156,            0.028772,            0.016312,           0.0068877,            0.005512,            0.005512,            0.005512
                 138,            0.029821,            0.021389,           0.0056512,             0.87004,             0.83108,              0.8724,             0.59892,            0.028644,            0.016359,           0.0070155,            0.005479,            0.005479,            0.005479
                 139,            0.031307,            0.022752,            0.006097,             0.87392,             0.86578,             0.88774,             0.58859,            0.029022,            0.016052,           0.0070262,            0.005446,            0.005446,            0.005446
                 140,            0.030752,            0.023013,           0.0060477,             0.86144,             0.84448,             0.87515,             0.60381,             0.02851,            0.015848,           0.0071013,            0.005413,            0.005413,            0.005413
                 141,            0.030325,            0.022034,           0.0055032,             0.87367,             0.85291,             0.88548,             0.58396,            0.029547,            0.016073,           0.0070512,             0.00538,             0.00538,             0.00538
                 142,            0.030316,            0.023236,            0.005679,             0.85933,             0.86535,             0.88481,             0.57824,            0.029188,            0.015848,           0.0068969,            0.005347,            0.005347,            0.005347
                 143,            0.031302,            0.023625,           0.0055994,             0.88725,             0.86203,             0.89362,             0.60175,             0.02843,            0.016142,           0.0066695,            0.005314,            0.005314,            0.005314
                 144,            0.030209,            0.024126,           0.0057487,             0.91045,             0.83399,             0.88604,             0.59796,            0.029081,            0.016016,           0.0066729,            0.005281,            0.005281,            0.005281
                 145,            0.030573,            0.022015,           0.0060211,             0.86713,             0.85328,              0.8793,             0.59812,             0.02923,            0.016113,           0.0065806,            0.005248,            0.005248,            0.005248
                 146,             0.02963,            0.022131,           0.0059095,             0.87294,             0.83333,             0.87285,             0.59984,             0.02817,            0.016274,           0.0066974,            0.005215,            0.005215,            0.005215
                 147,            0.030142,             0.02176,           0.0057135,             0.88048,             0.83508,             0.87643,             0.60144,            0.028258,            0.015876,           0.0068059,            0.005182,            0.005182,            0.005182
                 148,            0.030008,            0.023001,           0.0055338,             0.89074,              0.8566,             0.89302,             0.60225,            0.028212,            0.015812,           0.0069361,            0.005149,            0.005149,            0.005149
                 149,            0.029861,            0.022133,           0.0053899,             0.88438,             0.85217,              0.8838,             0.59762,            0.028569,            0.016055,           0.0067542,            0.005116,            0.005116,            0.005116
                 150,            0.029325,            0.023868,            0.005732,             0.87157,             0.84893,             0.88518,             0.60011,            0.028239,            0.016376,           0.0067688,            0.005083,            0.005083,            0.005083
                 151,            0.029534,             0.02153,           0.0054201,             0.87065,             0.84015,             0.87654,             0.59383,            0.028326,            0.016299,            0.006496,             0.00505,             0.00505,             0.00505
                 152,            0.029848,             0.02126,           0.0056154,             0.86353,             0.85053,             0.87802,             0.59954,            0.028213,            0.016509,           0.0063449,            0.005017,            0.005017,            0.005017
                 153,            0.028904,            0.021966,           0.0055816,             0.87169,             0.84858,             0.88462,             0.60051,            0.028707,             0.01645,           0.0064568,            0.004984,            0.004984,            0.004984
                 154,             0.02907,            0.020935,           0.0052581,             0.88634,              0.8519,             0.88099,              0.6018,            0.028153,            0.016127,           0.0063079,            0.004951,            0.004951,            0.004951
                 155,            0.029102,            0.022496,           0.0054346,             0.88008,             0.85951,             0.87828,             0.60527,            0.028447,            0.016135,           0.0064698,            0.004918,            0.004918,            0.004918
                 156,             0.02983,            0.020998,           0.0053712,             0.86232,             0.84658,             0.87612,             0.58695,            0.028806,            0.016411,           0.0066557,            0.004885,            0.004885,            0.004885
                 157,            0.029473,            0.022449,           0.0049288,             0.88534,             0.83652,             0.87445,             0.59992,            0.028885,            0.016192,           0.0065447,            0.004852,            0.004852,            0.004852
                 158,            0.028703,            0.021655,           0.0055253,             0.88351,             0.83999,             0.87332,              0.6025,            0.028459,            0.016209,           0.0063978,            0.004819,            0.004819,            0.004819
                 159,             0.02956,            0.021652,            0.005423,             0.87259,             0.84149,              0.8766,             0.59925,            0.028221,            0.016157,           0.0063074,            0.004786,            0.004786,            0.004786
                 160,            0.029213,            0.020795,           0.0052365,             0.86321,             0.84865,             0.86677,             0.60441,            0.027948,            0.016078,           0.0064643,            0.004753,            0.004753,            0.004753
                 161,            0.029653,            0.023128,           0.0053629,             0.87833,             0.84907,             0.88059,             0.60218,            0.028588,            0.016115,           0.0064866,             0.00472,             0.00472,             0.00472
                 162,            0.028234,            0.021908,           0.0050604,             0.87313,             0.84649,             0.87301,             0.59975,            0.027825,            0.015957,           0.0062949,            0.004687,            0.004687,            0.004687
                 163,             0.02894,            0.021104,           0.0050924,              0.8653,             0.83714,             0.87686,             0.60764,            0.027992,            0.016045,           0.0062824,            0.004654,            0.004654,            0.004654
                 164,            0.029549,            0.020971,           0.0051887,             0.87698,             0.84498,             0.87181,             0.59701,            0.028296,            0.016092,           0.0064477,            0.004621,            0.004621,            0.004621
